#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ADAMTS8	SPON1	9606.ENSP00000257359	9606.ENSP00000460236	0	0	0	0	0.096	0	0.900	0.063	0.907
ADO	TALDO1	9606.ENSP00000362888	9606.ENSP00000321259	0	0	0	0	0	0	0	0.431	0.431
ADORA1	CD4	9606.ENSP00000356205	9606.ENSP00000011653	0	0	0	0	0	0.056	0	0.407	0.416
ADORA1	PPP1R1B	9606.ENSP00000356205	9606.ENSP00000254079	0	0	0	0	0.168	0	0	0.390	0.470
ADORA1	IL1B	9606.ENSP00000356205	9606.ENSP00000263341	0	0	0	0	0	0	0	0.504	0.504
ADORA1	ADORA3	9606.ENSP00000356205	9606.ENSP00000358730	0	0	0	0.727	0	0	0.300	0.785	0.448
ADORA1	PDE4A	9606.ENSP00000356205	9606.ENSP00000370078	0	0	0	0	0.076	0.064	0	0.460	0.492
ADORA3	CD4	9606.ENSP00000358730	9606.ENSP00000011653	0	0	0	0	0.184	0.056	0	0.413	0.508
ADORA3	IL1B	9606.ENSP00000358730	9606.ENSP00000263341	0	0	0	0	0.075	0	0	0.505	0.522
ADORA3	PDE4A	9606.ENSP00000358730	9606.ENSP00000370078	0	0	0	0	0	0.064	0	0.460	0.472
AHNAK	JSRP1	9606.ENSP00000367263	9606.ENSP00000300961	0	0	0	0	0	0.433	0	0.045	0.435
AHNAK	COX8A	9606.ENSP00000367263	9606.ENSP00000321260	0	0	0	0	0	0	0	0.770	0.770
AHNAK	PLEC	9606.ENSP00000367263	9606.ENSP00000323856	0	0	0	0	0.219	0.187	0	0.484	0.644
AHNAK	SCN9A	9606.ENSP00000367263	9606.ENSP00000386306	0	0	0	0	0	0.072	0	0.394	0.413
AJUBA	TCEB2	9606.ENSP00000262713	9606.ENSP00000262306	0	0	0	0	0	0	0.600	0	0.600
AJUBA	HIST1H2BD	9606.ENSP00000262713	9606.ENSP00000289316	0	0	0	0	0	0	0.600	0	0.600
AJUBA	UBA52	9606.ENSP00000262713	9606.ENSP00000388107	0	0	0	0	0	0	0.600	0.048	0.602
AKR1C1	TALDO1	9606.ENSP00000370254	9606.ENSP00000321259	0	0	0	0	0.177	0.145	0	0.391	0.534
AKR1C1	PTPN3	9606.ENSP00000370254	9606.ENSP00000363667	0	0	0	0	0.063	0.467	0	0	0.479
ALCAM	CNTN6	9606.ENSP00000305988	9606.ENSP00000407822	0	0	0	0	0	0	0	0.764	0.764
ALX3	HSH2D	9606.ENSP00000358807	9606.ENSP00000482604	0	0	0	0	0	0	0	0.459	0.459
ALX3	STRIP1	9606.ENSP00000358807	9606.ENSP00000358810	0	0	0	0	0	0	0	0.615	0.615
ANK3	OBSCN	9606.ENSP00000280772	9606.ENSP00000455507	0	0	0	0	0.052	0.102	0	0.373	0.419
ANK3	PLEC	9606.ENSP00000280772	9606.ENSP00000323856	0	0	0	0	0.079	0.256	0	0.235	0.430
ANK3	CNTN6	9606.ENSP00000280772	9606.ENSP00000407822	0	0	0	0	0.146	0.253	0	0.289	0.507
ANK3	COPG1	9606.ENSP00000280772	9606.ENSP00000325002	0	0	0	0	0.053	0	0.600	0	0.605
ANK3	USP9X	9606.ENSP00000280772	9606.ENSP00000316357	0	0	0	0	0.063	0.102	0	0.586	0.621
ANK3	COPA	9606.ENSP00000280772	9606.ENSP00000357048	0	0	0	0	0.062	0.078	0.600	0	0.623
ANK3	SCN11A	9606.ENSP00000280772	9606.ENSP00000307599	0	0	0	0	0	0.060	0.600	0.339	0.729
ANK3	SCN9A	9606.ENSP00000280772	9606.ENSP00000386306	0	0	0	0	0.063	0.060	0.600	0.368	0.747
ANK3	SCN1A	9606.ENSP00000280772	9606.ENSP00000303540	0	0	0	0	0.118	0.060	0.600	0.691	0.884
ANKFN1	SCPEP1	9606.ENSP00000321627	9606.ENSP00000262288	0	0	0	0	0	0	0	0.427	0.427
ANKFN1	SLC35G6	9606.ENSP00000321627	9606.ENSP00000396523	0	0	0	0	0	0	0	0.457	0.457
ANKRD7	ST8SIA6	9606.ENSP00000349612	9606.ENSP00000366827	0	0	0	0	0	0	0	0.472	0.472
ANKRD7	CCDC24	9606.ENSP00000349612	9606.ENSP00000361392	0	0	0	0	0	0	0	0.527	0.527
ANKS6	CEP164	9606.ENSP00000297837	9606.ENSP00000278935	0	0	0	0	0.049	0	0	0.449	0.453
ANKS6	CEP290	9606.ENSP00000297837	9606.ENSP00000448012	0	0	0	0	0	0	0	0.466	0.466
ANKS6	TMEM67	9606.ENSP00000297837	9606.ENSP00000389998	0	0	0	0	0.049	0	0	0.641	0.644
AOC3	CD4	9606.ENSP00000312326	9606.ENSP00000011653	0	0	0	0	0.074	0	0	0.858	0.862
AOC3	IL1B	9606.ENSP00000312326	9606.ENSP00000263341	0	0	0	0	0	0	0	0.506	0.506
AOC3	TIMP3	9606.ENSP00000312326	9606.ENSP00000266085	0	0	0	0	0.061	0	0	0.427	0.439
AOC3	CCR2	9606.ENSP00000312326	9606.ENSP00000292301	0	0	0	0	0.060	0	0	0.455	0.465
AOC3	CTLA4	9606.ENSP00000312326	9606.ENSP00000303939	0	0	0	0	0	0	0	0.826	0.826
AOC3	CXCL9	9606.ENSP00000312326	9606.ENSP00000354901	0	0	0	0	0.076	0	0	0.379	0.401
AOC3	KLRF1	9606.ENSP00000312326	9606.ENSP00000483713	0	0	0	0	0	0	0	0.454	0.454
AOC3	CCR9	9606.ENSP00000312326	9606.ENSP00000350256	0	0	0	0	0	0	0	0.459	0.459
AOC3	CD40LG	9606.ENSP00000312326	9606.ENSP00000359663	0	0	0	0	0	0	0	0.465	0.465
AOC3	CCRL2	9606.ENSP00000312326	9606.ENSP00000349967	0	0	0	0	0	0	0	0.505	0.505
AOC3	CD1D	9606.ENSP00000312326	9606.ENSP00000357153	0	0	0	0	0.065	0	0	0.559	0.570
AOC3	IL17A	9606.ENSP00000312326	9606.ENSP00000344192	0	0	0	0	0	0	0	0.688	0.688
AOC3	SIGLEC10	9606.ENSP00000312326	9606.ENSP00000345243	0	0	0	0	0	0	0	0.760	0.761
AOC3	CD28	9606.ENSP00000312326	9606.ENSP00000324890	0	0	0	0	0	0	0	0.830	0.830
AP1G2	SUPT16H	9606.ENSP00000312442	9606.ENSP00000216297	0	0	0	0	0.108	0	0	0.629	0.654
APLP2	LAPTM4B	9606.ENSP00000263574	9606.ENSP00000402301	0	0	0	0	0.062	0	0	0.410	0.423
APLP2	KLK2	9606.ENSP00000263574	9606.ENSP00000313581	0	0	0	0	0	0.487	0	0.043	0.489
APLP2	DAB2	9606.ENSP00000263574	9606.ENSP00000313391	0	0	0	0	0.084	0.432	0	0.217	0.557
APLP2	SPON1	9606.ENSP00000263574	9606.ENSP00000460236	0	0	0	0	0.066	0.345	0	0.407	0.605
APOBEC3B	CBX7	9606.ENSP00000327459	9606.ENSP00000216133	0	0	0	0	0	0	0	0.650	0.650
APOBEC3B	TCEB2	9606.ENSP00000327459	9606.ENSP00000262306	0	0	0	0	0.062	0	0.600	0.394	0.753
APOBEC3B	COX7A1	9606.ENSP00000327459	9606.ENSP00000292907	0	0	0	0	0.111	0.346	0	0.055	0.402
APOBEC3B	HNRNPUL1	9606.ENSP00000327459	9606.ENSP00000375863	0	0	0	0	0	0	0	0.413	0.413
APOBEC3B	NDUFAB1	9606.ENSP00000327459	9606.ENSP00000458770	0	0	0	0	0.235	0.533	0	0.059	0.634
APOBEC3B	APOBEC3C	9606.ENSP00000327459	9606.ENSP00000355340	0	0	0	0.938	0.088	0	0.900	0.859	0.909
APOBEC3B	APOBEC3H	9606.ENSP00000327459	9606.ENSP00000385741	0	0	0	0.770	0	0	0.900	0.902	0.920
APOBEC3C	TCEB2	9606.ENSP00000355340	9606.ENSP00000262306	0	0	0	0	0.062	0	0.600	0.557	0.819
APOBEC3C	COX7A1	9606.ENSP00000355340	9606.ENSP00000292907	0	0	0	0	0.111	0.346	0	0.055	0.402
APOBEC3C	NDUFAB1	9606.ENSP00000355340	9606.ENSP00000458770	0	0	0	0	0.235	0.533	0	0.059	0.634
APOBEC3C	APOBEC3H	9606.ENSP00000355340	9606.ENSP00000385741	0	0	0	0.805	0.062	0	0.900	0.912	0.919
APOBEC3F	CD4	9606.ENSP00000309749	9606.ENSP00000011653	0	0	0	0	0	0	0	0.528	0.528
APOBEC3F	TCEB2	9606.ENSP00000309749	9606.ENSP00000262306	0	0	0	0	0.062	0	0.600	0.785	0.912
APOBEC3F	CCR5	9606.ENSP00000309749	9606.ENSP00000292303	0	0	0	0	0	0	0	0.403	0.403
APOBEC3F	COX7A1	9606.ENSP00000309749	9606.ENSP00000292907	0	0	0	0	0.111	0.346	0	0.055	0.402
APOBEC3F	NDUFAB1	9606.ENSP00000309749	9606.ENSP00000458770	0	0	0	0	0.235	0.533	0	0.059	0.634
APOBEC3F	APOBEC3G	9606.ENSP00000309749	9606.ENSP00000385057	0	0	0	0.930	0.164	0.270	0.720	0.948	0.826
APOBEC3G	CD4	9606.ENSP00000385057	9606.ENSP00000011653	0	0	0	0	0.065	0	0	0.729	0.736
APOBEC3G	CBX7	9606.ENSP00000385057	9606.ENSP00000216133	0	0	0	0	0	0	0	0.560	0.560
APOBEC3G	TCEB2	9606.ENSP00000385057	9606.ENSP00000262306	0	0	0	0	0.093	0	0.600	0.936	0.974
APOBEC3G	CCR5	9606.ENSP00000385057	9606.ENSP00000292303	0	0	0	0	0.089	0	0	0.675	0.691
APOBEC3G	COX7A1	9606.ENSP00000385057	9606.ENSP00000292907	0	0	0	0	0.111	0.346	0	0.055	0.402
APOBEC3G	DDX58	9606.ENSP00000385057	9606.ENSP00000369213	0	0	0	0	0.062	0	0	0.451	0.463
APOBEC3G	PSIP1	9606.ENSP00000385057	9606.ENSP00000370109	0	0	0	0	0	0.078	0	0.510	0.529
APOBEC3G	NDUFAB1	9606.ENSP00000385057	9606.ENSP00000458770	0	0	0	0	0.238	0.533	0	0.059	0.636
APOBEC3H	TCEB2	9606.ENSP00000385741	9606.ENSP00000262306	0	0	0	0	0	0	0.600	0.632	0.846
APOH	F5	9606.ENSP00000205948	9606.ENSP00000356771	0	0	0	0	0.137	0	0	0.341	0.407
APOH	C9	9606.ENSP00000205948	9606.ENSP00000263408	0	0	0	0	0.134	0	0	0.378	0.438
APOH	GTPBP1	9606.ENSP00000205948	9606.ENSP00000216044	0	0	0	0	0	0	0	0.653	0.653
APOH	APOL1	9606.ENSP00000205948	9606.ENSP00000317674	0	0	0	0	0.055	0	0.720	0.430	0.836
APOL1	HBB	9606.ENSP00000317674	9606.ENSP00000333994	0	0	0	0	0	0	0.600	0.324	0.718
APOL4	FAM124A	9606.ENSP00000338260	9606.ENSP00000280057	0	0	0	0	0	0	0	0.422	0.422
ARHGEF15	MCF2L2	9606.ENSP00000355026	9606.ENSP00000328118	0	0	0	0	0	0	0	0.557	0.557
ARHGEF15	CLCN4	9606.ENSP00000355026	9606.ENSP00000370213	0	0	0	0	0.061	0	0	0.490	0.500
ASB16	TCEB2	9606.ENSP00000293414	9606.ENSP00000262306	0	0	0	0	0	0.281	0.500	0.042	0.625
ASB16	SLC4A1	9606.ENSP00000293414	9606.ENSP00000262418	0	0	0	0	0	0	0	0.490	0.490
ASB16	G6PC3	9606.ENSP00000293414	9606.ENSP00000269097	0	0	0	0	0.062	0	0	0.704	0.710
ASB16	C17orf53	9606.ENSP00000293414	9606.ENSP00000313500	0	0	0	0	0	0	0	0.689	0.689
ASTN1	CNTN6	9606.ENSP00000354536	9606.ENSP00000407822	0	0	0	0	0.200	0	0	0.299	0.416
ATP1A4	SLC9A1	9606.ENSP00000357060	9606.ENSP00000263980	0	0	0	0	0.049	0.140	0.540	0.241	0.676
ATP1A4	FXYD2	9606.ENSP00000357060	9606.ENSP00000292079	0	0	0	0	0	0.541	0.800	0.725	0.972
ATP1A4	IFT122	9606.ENSP00000357060	9606.ENSP00000296266	0	0	0	0	0	0.056	0	0.552	0.559
ATP6V0B	CORO1A	9606.ENSP00000434729	9606.ENSP00000219150	0	0	0	0	0	0	0	0.650	0.650
ATP6V0B	ATP6V1C2	9606.ENSP00000434729	9606.ENSP00000272238	0	0	0	0	0.224	0.771	0.600	0.839	0.987
ATP6V0B	CCDC24	9606.ENSP00000434729	9606.ENSP00000361392	0	0	0	0	0	0	0	0.575	0.575
ATP6V0B	C14orf2	9606.ENSP00000434729	9606.ENSP00000401770	0	0	0	0	0.078	0.249	0.360	0	0.518
ATP6V1C2	C14orf2	9606.ENSP00000272238	9606.ENSP00000401770	0	0	0	0	0	0	0.540	0	0.540
ATP6V1C2	PDIA6	9606.ENSP00000272238	9606.ENSP00000385385	0	0	0	0	0.097	0	0	0.582	0.607
ATP6V1C2	NOL10	9606.ENSP00000272238	9606.ENSP00000371101	0	0	0	0	0	0	0	0.727	0.727
ATXN7L3	FAM171A2	9606.ENSP00000397259	9606.ENSP00000293443	0	0	0	0	0.078	0	0	0.379	0.402
ATXN7L3	TAF2	9606.ENSP00000397259	9606.ENSP00000367406	0	0	0	0	0	0	0.900	0.067	0.902
AXL	GTPBP1	9606.ENSP00000301178	9606.ENSP00000216044	0	0	0	0	0	0	0	0.509	0.509
AXL	MITF	9606.ENSP00000301178	9606.ENSP00000295600	0	0	0	0	0.062	0.057	0	0.503	0.521
AXL	WEE1	9606.ENSP00000301178	9606.ENSP00000402084	0	0	0	0	0	0.101	0	0.435	0.471
AXL	DNM2	9606.ENSP00000301178	9606.ENSP00000373905	0	0	0	0	0	0.059	0	0.476	0.486
AXL	STAB2	9606.ENSP00000301178	9606.ENSP00000373539	0	0	0	0	0.062	0.076	0	0.466	0.497
AXL	PIK3R1	9606.ENSP00000301178	9606.ENSP00000428056	0	0	0	0	0	0.518	0.600	0.451	0.885
AXL	SHC1	9606.ENSP00000301178	9606.ENSP00000401303	0	0	0	0	0.069	0.317	0.800	0.270	0.894
B4GALT2	GNPTAB	9606.ENSP00000310696	9606.ENSP00000299314	0	0	0	0	0	0	0	0.455	0.455
B4GALT2	FUT9	9606.ENSP00000310696	9606.ENSP00000302599	0	0	0	0	0.062	0	0.900	0.429	0.941
B4GALT2	DMAP1	9606.ENSP00000310696	9606.ENSP00000361363	0	0	0	0	0.062	0	0	0.662	0.670
B4GALT2	ERI3	9606.ENSP00000310696	9606.ENSP00000361331	0	0	0	0	0.090	0	0	0.704	0.719
B4GALT2	CCDC24	9606.ENSP00000310696	9606.ENSP00000361392	0	0	0	0	0	0	0	0.793	0.793
BCAM	CNTN6	9606.ENSP00000270233	9606.ENSP00000407822	0	0	0	0	0	0	0	0.647	0.647
BCAR3	TMEM163	9606.ENSP00000359264	9606.ENSP00000281924	0	0	0	0	0	0	0	0.487	0.487
BCAR3	WFIKKN2	9606.ENSP00000359264	9606.ENSP00000311184	0	0	0	0	0	0	0	0.429	0.429
BCHE	LTF	9606.ENSP00000264381	9606.ENSP00000231751	0	0.002	0	0	0.048	0	0	0.397	0.401
BCHE	CAT	9606.ENSP00000264381	9606.ENSP00000241052	0	0	0	0	0.062	0	0	0.558	0.568
BCHE	HTR1A	9606.ENSP00000264381	9606.ENSP00000316244	0	0	0	0	0.062	0	0	0.424	0.437
BCL9L	HIST1H2BD	9606.ENSP00000335320	9606.ENSP00000289316	0	0	0	0	0	0	0.900	0	0.900
BCL9L	CEP290	9606.ENSP00000335320	9606.ENSP00000448012	0	0	0	0	0	0	0	0.408	0.408
BCL9L	MED13	9606.ENSP00000335320	9606.ENSP00000380888	0	0	0	0	0	0	0	0.571	0.571
BIN3	HIP1	9606.ENSP00000276416	9606.ENSP00000336747	0	0	0	0	0.057	0.078	0	0.404	0.436
BIN3	MYO1E	9606.ENSP00000276416	9606.ENSP00000288235	0	0	0	0	0.067	0.253	0	0.331	0.493
BIN3	DNM2	9606.ENSP00000276416	9606.ENSP00000373905	0	0	0	0	0.062	0.181	0	0.394	0.494
BIN3	EGR3	9606.ENSP00000276416	9606.ENSP00000318057	0	0	0	0	0	0	0	0.587	0.587
BMP8B	WFIKKN2	9606.ENSP00000361915	9606.ENSP00000311184	0	0	0	0	0	0.427	0	0	0.427
BMP8B	OXCT2	9606.ENSP00000361915	9606.ENSP00000361914	0	0.020	0	0	0	0	0	0.810	0.810
BMP8B	EEF1E1	9606.ENSP00000361915	9606.ENSP00000369038	0	0	0	0	0	0	0	0.480	0.480
BRAF	REM1	9606.ENSP00000288602	9606.ENSP00000201979	0	0	0	0	0	0.140	0	0.606	0.646
BRAF	SOS2	9606.ENSP00000288602	9606.ENSP00000216373	0	0	0	0	0.064	0.132	0	0.406	0.476
BRAF	CDC37	9606.ENSP00000288602	9606.ENSP00000222005	0	0	0	0	0	0.427	0	0.462	0.679
BRAF	RAP1B	9606.ENSP00000288602	9606.ENSP00000250559	0	0	0	0	0.062	0.453	0.900	0.161	0.951
BRAF	RRAS2	9606.ENSP00000288602	9606.ENSP00000256196	0	0	0	0	0	0.444	0.800	0.250	0.909
BRAF	PRKCQ	9606.ENSP00000288602	9606.ENSP00000263125	0	0	0	0.562	0.066	0.117	0.600	0.067	0.645
BRAF	CTLA4	9606.ENSP00000288602	9606.ENSP00000303939	0	0	0	0	0	0.056	0	0.392	0.401
BRAF	MITF	9606.ENSP00000288602	9606.ENSP00000295600	0	0	0	0	0	0.057	0	0.457	0.466
BRAF	PPP2R1A	9606.ENSP00000288602	9606.ENSP00000324804	0	0	0	0	0.063	0	0.900	0.085	0.906
BRAF	PPP1CB	9606.ENSP00000288602	9606.ENSP00000378769	0	0	0	0	0	0.117	0.900	0.079	0.911
BRAF	RIT2	9606.ENSP00000288602	9606.ENSP00000321805	0	0	0	0	0.062	0.140	0.900	0.123	0.919
BRI3BP	LETMD1	9606.ENSP00000340761	9606.ENSP00000389903	0	0	0	0	0	0.270	0	0.484	0.607
BVES	CLDN11	9606.ENSP00000313172	9606.ENSP00000064724	0	0	0	0	0	0	0	0.529	0.529
C14orf177	ZNF570	9606.ENSP00000321360	9606.ENSP00000467218	0	0	0	0	0	0	0	0.609	0.609
C14orf2	LIM2	9606.ENSP00000401770	9606.ENSP00000221973	0	0	0	0	0	0	0	0.478	0.478
C14orf2	LY6G6D	9606.ENSP00000401770	9606.ENSP00000364985	0	0	0	0	0	0	0	0.508	0.508
C14orf2	NDUFB2	9606.ENSP00000401770	9606.ENSP00000419087	0	0	0	0	0.337	0	0	0.249	0.481
C14orf6	RNASE12	9606.ENSP00000451318	9606.ENSP00000450580	0	0.299	0	0	0.049	0	0	0.714	0.792
C17orf105	CCDC24	9606.ENSP00000415662	9606.ENSP00000361392	0	0	0	0	0	0	0	0.509	0.509
C17orf53	RNASEH2A	9606.ENSP00000313500	9606.ENSP00000221486	0	0	0	0	0.078	0	0	0.435	0.456
C17orf53	SLC4A1	9606.ENSP00000313500	9606.ENSP00000262418	0	0	0	0	0	0	0	0.604	0.604
C17orf53	G6PC3	9606.ENSP00000313500	9606.ENSP00000269097	0	0	0	0	0	0	0	0.664	0.664
C17orf53	ZNF738	9606.ENSP00000313500	9606.ENSP00000311957	0	0	0	0	0	0	0	0.468	0.468
C17orf53	TMUB2	9606.ENSP00000313500	9606.ENSP00000466971	0	0	0	0	0	0	0	0.400	0.400
C19orf60	CRLF1	9606.ENSP00000351422	9606.ENSP00000376188	0	0	0	0	0	0	0	0.826	0.826
C19orf80	DOCK6	9606.ENSP00000479969	9606.ENSP00000294618	0	0	0	0	0	0	0	0.518	0.518
C2CD5	STXBP3	9606.ENSP00000443204	9606.ENSP00000359025	0	0	0	0	0.122	0	0.650	0.194	0.730
C4orf32	PKN2	9606.ENSP00000310182	9606.ENSP00000359552	0	0	0	0	0	0	0	0.557	0.557
C5orf28	PAIP1	9606.ENSP00000426067	9606.ENSP00000302768	0	0	0	0	0.139	0	0	0.456	0.511
C6orf15	PSORS1C1	9606.ENSP00000259870	9606.ENSP00000259881	0	0	0	0	0	0	0	0.459	0.459
C6orf211	GOLT1B	9606.ENSP00000356263	9606.ENSP00000229314	0	0	0	0	0	0	0	0.419	0.419
C6orf211	ZBTB2	9606.ENSP00000356263	9606.ENSP00000323183	0	0	0	0	0	0	0	0.603	0.603
C6orf211	RMND1	9606.ENSP00000356263	9606.ENSP00000356272	0	0	0	0	0.346	0	0	0.810	0.870
C6orf223	LY6G6D	9606.ENSP00000426159	9606.ENSP00000364985	0	0	0	0	0	0	0	0.403	0.403
C7orf55	NDUFAB1	9606.ENSP00000297534	9606.ENSP00000458770	0	0	0	0	0.063	0.258	0	0.476	0.605
C8orf74	RP1L1	9606.ENSP00000307129	9606.ENSP00000371923	0	0	0	0	0	0	0	0.403	0.403
CALCOCO2	RB1CC1	9606.ENSP00000398523	9606.ENSP00000025008	0	0	0	0	0	0.653	0	0.963	0.986
CALCOCO2	FYCO1	9606.ENSP00000398523	9606.ENSP00000296137	0	0	0	0	0	0	0	0.458	0.458
CALCOCO2	COPG1	9606.ENSP00000398523	9606.ENSP00000325002	0	0	0	0	0.046	0	0	0.478	0.480
CALCOCO2	TBKBP1	9606.ENSP00000398523	9606.ENSP00000354777	0	0	0	0	0	0.798	0	0.876	0.974
CALD1	MYH1	9606.ENSP00000354826	9606.ENSP00000226207	0	0	0	0	0	0	0	0.400	0.400
CALD1	CD68	9606.ENSP00000354826	9606.ENSP00000250092	0	0	0	0	0	0	0	0.460	0.459
CALD1	COL3A1	9606.ENSP00000354826	9606.ENSP00000304408	0	0	0	0	0.255	0	0	0.314	0.468
CALD1	SHC1	9606.ENSP00000354826	9606.ENSP00000401303	0	0	0	0	0.076	0.270	0	0.456	0.601
CAMSAP2	GOLGA6B	9606.ENSP00000236925	9606.ENSP00000408132	0	0	0	0	0	0	0	0.433	0.433
CAMSAP2	PLEC	9606.ENSP00000236925	9606.ENSP00000323856	0	0	0	0	0.078	0.369	0	0.260	0.532
CAND2	WDR42A	9606.ENSP00000387641	9606.ENSP00000357052	0	0	0	0	0.062	0	0	0.396	0.409
CASKIN2	GPR84	9606.ENSP00000325355	9606.ENSP00000450310	0	0	0	0	0	0.062	0	0.602	0.610
CASP6	PMAIP1	9606.ENSP00000265164	9606.ENSP00000326119	0	0	0	0	0	0	0	0.590	0.590
